id,brand,name,format,style,mg,type,sokstrang
77-nicotine-pouches-77-salted-caramel,77 Nicotine Pouches,77 Salted Caramel,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 Salted Caramel
77-nicotine-pouches-77-sour-bliss,77 Nicotine Pouches,77 Sour Bliss,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 Sour Bliss
77-nicotine-pouches-77-strawberry,77 Nicotine Pouches,77 Strawberry,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 Strawberry
77-nicotine-pouches-77-tropical-mint,77 Nicotine Pouches,77 Tropical Mint,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 Tropical Mint
77-nicotine-pouches-77-vb-edition-arctic-berry,77 Nicotine Pouches,77 VB Edition Arctic Berry,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 VB Edition Arctic Berry
77-nicotine-pouches-77-vb-edition-liquorice-citrus,77 Nicotine Pouches,77 VB Edition Liquorice & Citrus,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 VB Edition Liquorice & Citrus
77-nicotine-pouches-77-vb-edition-spearmint,77 Nicotine Pouches,77 VB Edition Spearmint,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 VB Edition Spearmint
77-nicotine-pouches-77-watermelon-ice,77 Nicotine Pouches,77 Watermelon Ice,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,77 Nicotine Pouches 77 Watermelon Ice
ace-cool-mint,Ace,Cool Mint,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,Ace Cool Mint
ace-cool-mint-low,Ace,Cool Mint Low,Slim,White,"3,9 mg/prilla · 6 mg/g",vit,Ace Cool Mint Low
ace-eucalyptus,Ace,Eucalyptus,Slim,White,"10,4 mg/prilla · 16 mg/g",vit,Ace Eucalyptus
ace-spearmint,Ace,Spearmint,Slim,White,6 mg/prilla · 12 mg/g,vit,Ace Spearmint
ace-x-black-raspberry-chili,Ace X,Black Raspberry Chili,Slim,White,8 mg/prilla · 16 mg/g,vit,Ace X Black Raspberry Chili
ace-x-cool-mint,Ace X,Cool Mint,Slim,White,8 mg/prilla · 16 mg/g,vit,Ace X Cool Mint
ace-x-cosmic-cool-mint-stark-original,Ace X,Cosmic Cool Mint Stark Original,Large,White,"11,6 mg/prilla · 16 mg/g",vit,Ace X Cosmic Cool Mint Stark Original
ace-x-guarana-chili-boost,Ace X,Guarana Chili Boost,Slim,White,8 mg/prilla · 16 mg/g,vit,Ace X Guarana Chili Boost
ace-x-red-apple-cinnamon-strong,Ace X,Red Apple Cinnamon Strong,Slim,White,8 mg/prilla · 16 mg/g,vit,Ace X Red Apple Cinnamon Strong
apres-appletini,Après,Appletini,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Appletini
apres-appletini-stark-slim,Après,Appletini Stark Slim,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Appletini Stark Slim
apres-cactus-lime-extra-strong,Après,Cactus Lime Extra Strong,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Cactus Lime Extra Strong
apres-cactus-lime,Après,Cactus/Lime,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Cactus/Lime
apres-cola-mild-mini,Après,Cola Mild Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après Cola Mild Mini
apres-cola-slim,Après,Cola Slim,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Cola Slim
apres-cola-stark-slim,Après,Cola Stark Slim,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Cola Stark Slim
apres-ice-tea-peach-mild-mini,Après,Ice Tea Peach Mild Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après Ice Tea Peach Mild Mini
apres-ice-tea-peach-slim,Après,Ice Tea Peach Slim,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Ice Tea Peach Slim
apres-ice-tea-peach-stark-slim,Après,Ice Tea Peach Stark Slim,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Ice Tea Peach Stark Slim
apres-lemon-curd-extra-strong,Après,Lemon Curd Extra Strong,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Lemon Curd Extra Strong
apres-lemon-curd-slim,Après,Lemon Curd Slim,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Lemon Curd Slim
apres-menthol-mild-mini,Après,Menthol Mild Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après Menthol Mild Mini
apres-menthol-stark-slim,Après,Menthol Stark Slim,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Menthol Stark Slim
apres-mint-slim,Après,Mint Slim,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Mint Slim
apres-must,Après,Must,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Must
apres-no-1-apres-menthol-hyper-strong,Après,No.1 Après Menthol - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.1 Après Menthol - Hypèr Strong
apres-no-10-apres-tangerine-spritz-hyper-strong,Après,No.10 Après Tangerine Spritz - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.10 Après Tangerine Spritz - Hypèr Strong
apres-no-10-apres-tangerine-spritz-mini,Après,No.10 Après Tangerine Spritz - Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après No.10 Après Tangerine Spritz - Mini
apres-no-11-apres-bananas-hyper-strong,Après,No.11 Après Bananas Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.11 Après Bananas Hypèr Strong
apres-no-11-apres-bananas-mini,Après,No.11 Après Bananas Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après No.11 Après Bananas Mini
apres-no-11-apres-bananas-normal,Après,No.11 Après Bananas Normal,Slim,White,"4,4 mg/prilla · 800 mg/g",vit,Après No.11 Après Bananas Normal
apres-no-12-apres-blueberry-hyper-strong,Après,No.12 Après Blueberry Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.12 Après Blueberry Hypèr Strong
apres-no-12-apres-blueberry-mini,Après,No.12 Après Blueberry Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après No.12 Après Blueberry Mini
apres-no-12-apres-blueberry-normal,Après,No.12 Après Blueberry Normal,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après No.12 Après Blueberry Normal
apres-no-13-apres-mochaccino-hyper-strong,Après,No.13 Après Mochaccino Hypèr Strong,Slim,White,11 mg/prilla,vit,Après No.13 Après Mochaccino Hypèr Strong
apres-no-13-apres-mochaccino-mini,Après,No.13 Après Mochaccino Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après No.13 Après Mochaccino Mini
apres-no-13-apres-mochaccino-normal,Après,No.13 Après Mochaccino Normal,Slim,White,"4,4 mg/prilla",vit,Après No.13 Après Mochaccino Normal
apres-no-14-ski-limited-edition,Après,No.14 Ski Limited Edition,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après No.14 Ski Limited Edition
apres-no-2-apres-mint-mini,Après,No.2 Après Mint - Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après No.2 Après Mint - Mini
apres-no-3-apres-lemon-curd-hyper-strong,Après,No.3 Après Lemon Curd - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.3 Après Lemon Curd - Hypèr Strong
apres-no-4-apres-cola-hyper-strong,Après,No.4 Après Cola - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.4 Après Cola - Hypèr Strong
apres-no-5-apres-ice-tea-peach-hyper-strong,Après,No.5 Après Ice Tea Peach - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.5 Après Ice Tea Peach - Hypèr Strong
apres-no-8-apres-raspberry-liqorice-extra-strong,Après,No.8 Après Raspberry Liqorice - Extra Strong,Slim,White,"8,3 mg/prilla",vit,Après No.8 Après Raspberry Liqorice - Extra Strong
apres-no-8-apres-raspberry-liqorice-hyper-strong,Après,No.8 Après Raspberry Liqorice - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.8 Après Raspberry Liqorice - Hypèr Strong
apres-no-9-apres-cactus-lime-hyper-strong,Après,No.9 Après Cactus Lime - Hypèr Strong,Slim,White,11 mg/prilla · 20 mg/g,vit,Après No.9 Après Cactus Lime - Hypèr Strong
apres-raspberry-liqorice-mild-mini,Après,Raspberry Liqorice Mild Mini,Mini,White,"3,2 mg/prilla · 8 mg/g",vit,Après Raspberry Liqorice Mild Mini
apres-raspberry-liqorice-slim,Après,Raspberry Liqorice Slim,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Raspberry Liqorice Slim
apres-tangerine-spritz,Après,Tangerine Spritz,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Tangerine Spritz
apres-tangerine-spritz-extra-strong,Après,Tangerine Spritz Extra Strong,Slim,White,"8,3 mg/prilla · 15 mg/g",vit,Après Tangerine Spritz Extra Strong
apres-very-berry,Après,Very Berry,Slim,White,"4,4 mg/prilla · 8 mg/g",vit,Après Very Berry
bjorn-blueberry-ice-4,Björn,Blueberry Ice 4,Slim,White,"19,5 mg/prilla · 30 mg/g",vit,Björn Blueberry Ice 4
bjorn-cola-ice-4,Björn,Cola Ice 4,Slim,White,"19,5 mg/prilla · 30 mg/g",vit,Björn Cola Ice 4
bjorn-frozen-mint-4,Björn,Frozen Mint 4,Slim,White,"19,5 mg/prilla · 30 mg/g",vit,Björn Frozen Mint 4
bjorn-ice-berry-liquorice-4,Björn,Ice Berry Liquorice 4,Slim,White,"19,5 mg/prilla · 30 mg/g",vit,Björn Ice Berry Liquorice 4
bjorn-rhubarb-elder-punch-4,Björn,Rhubarb-Elder Punch 4,Slim,White,"19,5 mg/prilla · 30 mg/g",vit,Björn Rhubarb-Elder Punch 4
bjorn-watermelon-ice-4,Björn,Watermelon Ice 4,Slim,White,"19,5 mg/prilla · 30 mg/g",vit,Björn Watermelon Ice 4
camo-spicy-citrus-12-mg-pouch,Camo,"'Spicy Citrus"" 12 mg/pouch",Slim,White,12 mg/prilla · 16 mg/g,vit,"Camo 'Spicy Citrus"" 12 mg/pouch"
chainpop-almond-vanilla,Chainpop,Almond & Vanilla,Slim,White,9 mg/prilla · 15 mg/g,vit,Chainpop Almond & Vanilla
chainpop-apple-cinnamon,Chainpop,Apple & Cinnamon,Slim,White,9 mg/prilla · 15 mg/g,vit,Chainpop Apple & Cinnamon
chainpop-cherry-chili,Chainpop,Cherry & Chili,Slim,White,9 mg/prilla · 15 mg/g,vit,Chainpop Cherry & Chili
chainpop-lychee-coconut,Chainpop,Lychee & Coconut,Slim,White,"5,2 mg/prilla · 8,6 mg/g",vit,Chainpop Lychee & Coconut
chainpop-peach-honey,Chainpop,Peach & Honey,Slim,White,9 mg/prilla · 15 mg/g,vit,Chainpop Peach & Honey
chainpop-peppermint-ice,Chainpop,Peppermint & Ice,Slim,White,"10,2 mg/prilla · 17 mg/g",vit,Chainpop Peppermint & Ice
chainpop-pomegranate-melon,Chainpop,Pomegranate & Melon,Slim,White,9 mg/prilla · 15 mg/g,vit,Chainpop Pomegranate & Melon
chainpop-rasberry-lemon,Chainpop,Rasberry & Lemon,Slim,White,"5,2 mg/prilla · 8,6 mg/g",vit,Chainpop Rasberry & Lemon
chainpop-violet-cactus,Chainpop,Violet & Cactus,Slim,White,"5,2 mg/prilla · 8,6 mg/g",vit,Chainpop Violet & Cactus
coco-blue-razz,Coco,Blue Razz,Slim,White,9 mg/prilla · 20 mg/g,vit,Coco Blue Razz
coco-clean-peach,Coco,Clean Peach,Slim,White,9 mg/prilla · 20 mg/g,vit,Coco Clean Peach
coco-mighty-colada,Coco,Mighty Colada,Slim,White,"13,5 mg/prilla · 30 mg/g",vit,Coco Mighty Colada
coco-mighty-fresh,Coco,Mighty Fresh,Slim,White,"13,5 mg/prilla · 30 mg/g",vit,Coco Mighty Fresh
coco-mighty-lemonade,Coco,Mighty Lemonade,Slim,White,"13,5 mg/prilla · 30 mg/g",vit,Coco Mighty Lemonade
coco-mighty-mango,Coco,Mighty Mango,Slim,White,"13,5 mg/prilla · 30 mg/g",vit,Coco Mighty Mango
coco-natural-mint,Coco,Natural Mint,Slim,White,9 mg/prilla · 20 mg/g,vit,Coco Natural Mint
coco-tropical-mango,Coco,Tropical Mango,Slim,White,9 mg/prilla · 20 mg/g,vit,Coco Tropical Mango
cream-cold-as-ice-cool-mint-2,Cream,Cold As Ice Cool Mint 2,Slim,White,"4,2 mg/prilla · 7 mg/g",vit,Cream Cold As Ice Cool Mint 2
cream-cold-as-ice-cool-mint-x-strong,Cream,Cold As Ice Cool Mint X-Strong,Slim,White,12 mg/prilla · 20 mg/g,vit,Cream Cold As Ice Cool Mint X-Strong
cream-energy-cold-as-ice,Cream,Energy Cold As Ice,Slim,White,50 mg/prilla,vit,Cream Energy Cold As Ice
cream-lemon-head-lemon-flavor-2,Cream,Lemon Head Lemon Flavor 2,Slim,White,"4,2 mg/prilla · 7 mg/g",vit,Cream Lemon Head Lemon Flavor 2
cream-lemon-head-lemon-flavor-x-strong,Cream,Lemon Head Lemon Flavor X-Strong,Slim,White,12 mg/prilla · 20 mg/g,vit,Cream Lemon Head Lemon Flavor X-Strong
cream-mango-man-fresh-mango-2,Cream,Mango Man Fresh Mango 2,Slim,White,"4,2 mg/prilla · 7 mg/g",vit,Cream Mango Man Fresh Mango 2
cream-mango-man-fresh-mango-x-strong,Cream,Mango Man Fresh Mango X-Strong,Slim,White,12 mg/prilla · 20 mg/g,vit,Cream Mango Man Fresh Mango X-Strong
dope-freeze,Dope,Freeze,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Dope Freeze
dope-ice-cool,Dope,Ice Cool,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Dope Ice Cool
dope-ice-mango,Dope,Ice Mango,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Dope Ice Mango
dope-lime-smash,Dope,Lime Smash,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Dope Lime Smash
dope-melon,Dope,Melon,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Dope Melon
fix-blueberry-ice-5,FIX,Blueberry Ice #5,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,FIX Blueberry Ice #5
fix-chai-latte-3,FIX,Chai Latte #3,Slim,White,"8,4 mg/prilla · 12 mg/g",vit,FIX Chai Latte #3
fix-cherry-blossom-5,FIX,Cherry Blossom #5,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,FIX Cherry Blossom #5
fix-fig-raspberry-3,FIX,Fig Raspberry #3,Slim,White,"8,4 mg/prilla · 12 mg/g",vit,FIX Fig Raspberry #3
fix-green-mango-lemongrass-5,FIX,Green Mango Lemongrass #5,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,FIX Green Mango Lemongrass #5
fix-pineapple-rum-coconut-4,FIX,Pineapple Rum Coconut #4,Slim,White,"9,8 mg/prilla · 14 mg/g",vit,FIX Pineapple Rum Coconut #4
fix-strawberry-kiwi-4,FIX,Strawberry Kiwi #4,Slim,White,"9,8 mg/prilla · 14 mg/g",vit,FIX Strawberry Kiwi #4
fix-watermelon-ice-5,FIX,Watermelon Ice #5,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,FIX Watermelon Ice #5
fumi-fiery-mango-strong-4,Fumi,Fiery Mango Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Fiery Mango Strong 4
fumi-fiery-mango-strong-4-co,Fumi,Fiery Mango Strong 4 CO,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Fiery Mango Strong 4 CO
fumi-freezy-mint-extra-strong-5,Fumi,Freezy Mint Extra Strong 5,Slim,White,"11 mg/prilla · 15,7 mg/g",vit,Fumi Freezy Mint Extra Strong 5
fumi-freezy-mint-regular-3,Fumi,Freezy Mint Regular 3,Slim,White,"4 mg/prilla · 5,7 mg/g",vit,Fumi Freezy Mint Regular 3
fumi-minty-blueberry-strong-4,Fumi,Minty Blueberry Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Minty Blueberry Strong 4
fumi-prickly-pear-strong-4,Fumi,Prickly Pear Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Prickly Pear Strong 4
fumi-salty-raspberry-regular-3,Fumi,Salty Raspberry Regular 3,Slim,White,"4 mg/prilla · 5,7 mg/g",vit,Fumi Salty Raspberry Regular 3
fumi-salty-raspberry-strong-4,Fumi,Salty Raspberry Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Salty Raspberry Strong 4
fumi-salty-violet-regular-3,Fumi,Salty Violet Regular 3,Slim,White,"4 mg/prilla · 5,7 mg/g",vit,Fumi Salty Violet Regular 3
fumi-salty-violet-strong-4,Fumi,Salty Violet Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Salty Violet Strong 4
fumi-tangy-apple-strong-4,Fumi,Tangy Apple Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Tangy Apple Strong 4
fumi-tangy-strawberry-regular-3,Fumi,Tangy Strawberry Regular 3,Slim,White,"4 mg/prilla · 5,7 mg/g",vit,Fumi Tangy Strawberry Regular 3
fumi-tangy-strawberry-strong-4,Fumi,Tangy Strawberry Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Tangy Strawberry Strong 4
fumi-zingy-ginger-regular-3,Fumi,Zingy Ginger Regular 3,Slim,White,"4 mg/prilla · 5,7 mg/g",vit,Fumi Zingy Ginger Regular 3
fumi-zingy-ginger-strong-4,Fumi,Zingy Ginger Strong 4,Slim,White,"8 mg/prilla · 11,4 mg/g",vit,Fumi Zingy Ginger Strong 4
goat-blueberry-16,GOAT,Blueberry #16,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,GOAT Blueberry #16
goat-cool-mint-16,GOAT,Cool Mint #16,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,GOAT Cool Mint #16
goat-crystal-ice-16,GOAT,Crystal Ice #16,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,GOAT Crystal Ice #16
goat-frosted-16,GOAT,Frosted #16,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,GOAT Frosted #16
goat-wild-cherry-16,GOAT,Wild Cherry #16,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,GOAT Wild Cherry #16
greatest-arctic-edition-frosty-rage-3,Greatest,Arctic Edition Frosty Rage 3,Slim,White,10 mg/prilla · 16 mg/g,vit,Greatest Arctic Edition Frosty Rage 3
greatest-cold-dry-16-mg-5,Greatest,Cold Dry 16 mg 5,Slim,White Dry,"11,2 mg/prilla · 16 mg/g",vit,Greatest Cold Dry 16 mg 5
greatest-cold-dry-16-mg-5-megacan,Greatest,Cold Dry 16 mg 5 Megacan,Slim,White Dry,"11,2 mg/prilla · 16 mg/g",vit,Greatest Cold Dry 16 mg 5 Megacan
greatest-cold-dry-8-mg-3,Greatest,Cold Dry 8 mg 3,Slim,White Dry,8 mg/prilla · 16 mg/g,vit,Greatest Cold Dry 8 mg 3
greatest-lemonade-edition-rage-lemonade-3,Greatest,Lemonade Edition Rage Lemonade 3,Slim,White,10 mg/prilla · 16 mg/g,vit,Greatest Lemonade Edition Rage Lemonade 3
greatest-wasted-mango,Greatest,Wasted Mango,Slim,White,12 mg/prilla · 20 mg/g,vit,Greatest Wasted Mango
greatest-xl-extra-large-5,Greatest,XL Extra Large 5,Slim,White,"13,3 mg/prilla · 16,7 mg/g",vit,Greatest XL Extra Large 5
helwit-banana-2,Helwit,Banana 2,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Banana 2
helwit-banana-2-co,Helwit,Banana 2 CO,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Banana 2 CO
helwit-banana-extra-strong,Helwit,Banana Extra Strong,Slim,White,"7,5 mg/prilla · 15 mg/g",vit,Helwit Banana Extra Strong
helwit-blueberry,Helwit,Blueberry,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Blueberry
helwit-blueberry-extra-strong,Helwit,Blueberry Extra Strong,Slim,White,"7,5 mg/prilla · 15 mg/g",vit,Helwit Blueberry Extra Strong
helwit-cherry,Helwit,Cherry,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Cherry
helwit-cola,Helwit,Cola,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Cola
helwit-cola-extra-strong,Helwit,Cola Extra Strong,Slim,White,"7,5 mg/prilla · 15 mg/g",vit,Helwit Cola Extra Strong
helwit-menthol,Helwit,Menthol,Slim,White,6 mg/prilla · 12 mg/g,vit,Helwit Menthol
helwit-mint,Helwit,Mint,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Mint
helwit-mocha,Helwit,Mocha,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Mocha
helwit-mocha-extra-strong,Helwit,Mocha Extra Strong,Slim,White,"7,5 mg/prilla · 15 mg/g",vit,Helwit Mocha Extra Strong
helwit-orange,Helwit,Orange,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Orange
helwit-pear,Helwit,Pear,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Pear
helwit-raspberry-liquorice-slim,Helwit,Raspberry Liquorice Slim,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Raspberry Liquorice Slim
helwit-salmiak,Helwit,Salmiak,Slim,White,6 mg/prilla · 12 mg/g,vit,Helwit Salmiak
helwit-strawberry,Helwit,Strawberry,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Strawberry
helwit-violet,Helwit,Violet,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Violet
helwit-watermelon,Helwit,Watermelon,Slim,White,"3,5 mg/prilla · 7 mg/g",vit,Helwit Watermelon
helwit-wintermint-slim,Helwit,Wintermint Slim,Slim,White,"4,5 mg/prilla · 9 mg/g",vit,Helwit Wintermint Slim
ice-cola-slush-16-5-mg-g-11-55-mg-pouch,ICE,"Cola Slush 16,5 MG/G - 11,55 MG/pouch",Slim,White,"11,6 mg/prilla · 16,5 mg/g",vit,"ICE Cola Slush 16,5 MG/G - 11,55 MG/pouch"
ice-cool-mint-12-mg-g-6-mg-pouch,ICE,Cool Mint 12 MG/G - 6 MG/pouch,Slim,White,6 mg/prilla · 12 mg/g,vit,ICE Cool Mint 12 MG/G - 6 MG/pouch
ice-cool-mint-16-5-mg-g-11-55-mg-pouch,ICE,"Cool Mint 16,5 MG/G - 11,55 MG/pouch",Slim,White,"11,6 mg/prilla · 16,5 mg/g",vit,"ICE Cool Mint 16,5 MG/G - 11,55 MG/pouch"
ice-freeze-16-5-mg-g-11-55-mg-pouch,ICE,"Freeze 16,5 MG/G - 11,55 MG/pouch",Slim,White,"11,6 mg/prilla · 16,5 mg/g",vit,"ICE Freeze 16,5 MG/G - 11,55 MG/pouch"
ice-jalapeno-lime-16-5-mg-g-11-55-mg-pouch,ICE,"Jalapeño Lime 16,5 MG/G - 11,55 MG/pouch",Slim,White,"11,6 mg/prilla · 16,5 mg/g",vit,"ICE Jalapeño Lime 16,5 MG/G - 11,55 MG/pouch"
ice-reaper-xl-16-5-mg-g-16-5-mg-pouch,ICE,"Reaper XL 16,5 MG/G - 16,5 MG/pouch",Slim,White,"16,5 mg/prilla · 16,5 mg/g",vit,"ICE Reaper XL 16,5 MG/G - 16,5 MG/pouch"
kelly-white-cool-mint,Kelly White,Cool Mint,Slim,White,"8 mg/prilla · 13,3 mg/g",vit,Kelly White Cool Mint
kelly-white-hot-cherry-slim,Kelly White,Hot Cherry Slim,Slim,White,8 mg/prilla · 16 mg/g,vit,Kelly White Hot Cherry Slim
kelly-white-raspberry-lemon-mini,Kelly White,Raspberry Lemon Mini,Mini,White,6 mg/prilla · 12 mg/g,vit,Kelly White Raspberry Lemon Mini
kelly-white-sparkling-strawberry,Kelly White,Sparkling Strawberry,Slim,White,5 mg/prilla · 10 mg/g,vit,Kelly White Sparkling Strawberry
kelly-white-sweet-melon-mint,Kelly White,Sweet Melon Mint,Slim,White,5 mg/prilla · 10 mg/g,vit,Kelly White Sweet Melon Mint
kelly-white-sweet-peach,Kelly White,Sweet Peach,Slim,White,"4 mg/prilla · 6,7 mg/g",vit,Kelly White Sweet Peach
kelly-white-sweet-peach-mini,Kelly White,Sweet Peach Mini,Mini,White,"7,7 mg/prilla · 12 mg/g",vit,Kelly White Sweet Peach Mini
kelly-white-sweet-peppermint,Kelly White,Sweet Peppermint,Mini,White,"6 mg/prilla · 7,5 mg/g",vit,Kelly White Sweet Peppermint
klar-blank-extra-strong-mini,KLAR,Blank Extra Strong Mini,Slim,White,"9,4 mg/prilla · 15 mg/g",vit,KLAR Blank Extra Strong Mini
klar-blank-regular-mini,KLAR,Blank Regular Mini,Mini,White,"3,2 mg/prilla · 7 mg/g",vit,KLAR Blank Regular Mini
klar-blank-strong-mini,KLAR,Blank Strong Mini,Mini,White,"6,4 mg/prilla · 15 mg/g",vit,KLAR Blank Strong Mini
klar-mint-extra-strong-mini,KLAR,Mint Extra Strong Mini,Slim,White,"9,4 mg/prilla · 15 mg/g",vit,KLAR Mint Extra Strong Mini
klar-mint-regular-mini,KLAR,Mint Regular Mini,Mini,White,3 mg/prilla · 7 mg/g,vit,KLAR Mint Regular Mini
klar-mint-strong-mini,KLAR,Mint Strong Mini,Mini,White,6 mg/prilla · 14 mg/g,vit,KLAR Mint Strong Mini
klint-apple-mint-5,Klint,Apple Mint 5,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,Klint Apple Mint 5
klint-arctic-mint,Klint,Arctic Mint,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,Klint Arctic Mint
klint-blaklint-5,Klint,Blåklint 5,Slim,White,"11,5 mg/prilla · 16,4 mg/g",vit,Klint Blåklint 5
klint-blaklint-stark-mini,Klint,Blåklint Stark Mini,Mini,White,8 mg/prilla · 16 mg/g,vit,Klint Blåklint Stark Mini
klint-breeze-mint,Klint,Breeze Mint,Slim,White,"5,6 mg/prilla · 8 mg/g",vit,Klint Breeze Mint
klint-breeze-mint-2,Klint,Breeze Mint 2,Slim,White,"5,6 mg/prilla · 8 mg/g",vit,Klint Breeze Mint 2
klint-cola-lime-4,Klint,Cola Lime 4,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Klint Cola Lime 4
klint-freeze-mint-stark,Klint,Freeze Mint Stark,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Klint Freeze Mint Stark
klint-fresh-lime-2,Klint,Fresh Lime 2,Slim,White,"5,6 mg/prilla · 8 mg/g",vit,Klint Fresh Lime 2
klint-honeymelon,Klint,Honeymelon,Slim,White,"5,6 mg/prilla · 8 mg/g",vit,Klint Honeymelon
klint-liquorice,Klint,Liquorice,Slim,White,"8,4 mg/prilla · 12 mg/g",vit,Klint Liquorice
klint-passionfruit,Klint,Passionfruit,Slim,White,"5,6 mg/prilla · 8 mg/g",vit,Klint Passionfruit
klint-pink-grapefruit-4,Klint,Pink Grapefruit 4,Slim,White,"11,2 mg/prilla · 16 mg/g",vit,Klint Pink Grapefruit 4
klint-polar-mint,Klint,Polar Mint,Slim,White,"8,4 mg/prilla · 12 mg/g",vit,Klint Polar Mint
klint-pomegranate-2,Klint,Pomegranate 2,Slim,White,"5,6 mg/prilla · 8 mg/g",vit,Klint Pomegranate 2
